BUCKET,DIAS_MORA,DIAS_INCUMPLIMIENTO,MET_CALCULO,MARCA_DEFAULT,PDI,RANGO_SCORE_PN,seg_PD12mes,PD_12M_ACTUAL_FINAL,PD_12M_DESEMBOLSO_FINAL,PD_LIFETIME_ACTUAL_FINAL,PD_LIFETIME_DESEMBOLSO_FINAL,EXPOSICION_TOTAL_FA,VALOR_PROVISION,cobertura,target
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,0.0,1.6721499608622852,6.040131886448296,6.040131886448296,0.3041165853,0.0669763782,6.704781884397942e+153,5.0688506177279896e+153,0.027408710360368096,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,19.786591401026204,19.786591401026204,0.4323103115636364,0.2206041755272726,6.704781884397942e+153,5.0688506177279896e+153,0.05686645849004649,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,24.949415862535655,24.949415862535655,0.4571129389838233,0.2459206224176471,6.704781884397942e+153,5.0688506177279896e+153,0.06401202885188051,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,21.974674652362967,21.974674652362967,0.4550067346279998,0.2577695789026667,6.704781884397942e+153,5.0688506177279896e+153,0.0649108260327277,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,7.467804142448214,7.467804142448214,0.404522922223913,0.2173046986260869,6.704781884397942e+153,5.0688506177279896e+153,0.06296860197216891,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,46.25214731666868,46.25214731666868,0.5874929526820514,0.4314937412641026,6.704781884397942e+153,5.0688506177279896e+153,0.07666097514644388,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,18.661763383265956,18.661763383265956,0.4205548001054053,0.2178681980027026,6.704781884397942e+153,5.0688506177279896e+153,0.06516558718229425,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,23.244710354643875,23.244710354643875,0.5059867284295457,0.3053618192681816,6.704781884397942e+153,5.0688506177279896e+153,0.07114670422844337,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,25.312162323866445,25.312162323866445,0.4779235938543271,0.2460404798927886,6.704781884397942e+153,5.0688506177279896e+153,0.06736907655510269,0
0.0,0.0,0.0,1.6721499608622852,0.0,-1.7224386515213446,5.903739990398546e+123,1.6721499608622852,0.02571201597976503,0.02571201597976503,1.0,0.4634286072,6.704781884397942e+153,5.0688506177279896e+153,1.5031703835041138e-05,0
0.0,0.0,0.0,1.6721499608622852,0.0,-1.7224386515213446,5.903739990398546e+123,1.6721499608622852,0.05793564673357909,0.05793564673357909,0.9584023097,0.7080470022,6.704781884397942e+153,5.0688506177279896e+153,5.530274880452929e-05,0
0.0,0.0,0.0,1.6721499608622852,0.0,-1.7224386515213446,5.903739990398546e+123,1.6721499608622852,0.11051344107877557,0.11051344107877557,0.3890171687,0.39219892275,6.704781884397942e+153,5.0688506177279896e+153,0.00013574906929968318,0
0.0,0.0,0.0,1.6721499608622852,0.0,-1.7224386515213446,5.903739990398546e+123,1.6721499608622852,0.17408683554704113,0.17408683554704113,0.9990197731,0.9011054002,6.704781884397942e+153,5.0688506177279896e+153,0.0002359274267210041,0
0.0,0.0,0.0,1.6721499608622852,0.0,-1.7224386515213446,5.903739990398546e+123,1.6721499608622852,0.5305213004056691,0.5305213004056691,0.9998514278,0.9086443353,6.704781884397942e+153,5.0688506177279896e+153,0.0007098537437604974,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,0.0,1.6721499608622852,0.0193143449162018,0.0193143449162018,0.6050035819,0.6082637877,6.704781884397942e+153,5.0688506177279896e+153,7.398320260038833e-05,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,0.0,1.6721499608622852,0.0193143449162018,0.0193143449162018,0.0300610434,0.3924030613,6.704781884397942e+153,5.0688506177279896e+153,7.398320260240106e-05,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,0.0,1.6721499608622852,0.0193143449162018,0.0193143449162018,0.1022213555,0.1225154607,6.704781884397942e+153,5.0688506177279896e+153,7.398320260381168e-05,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,0.0,1.6721499608622852,0.01724483327603316,0.01724483327603316,0.0514133085270655,0.1372670721974356,6.704781884397942e+153,5.0688506177279896e+153,6.649398376459286e-05,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.022537239002577134,0.022537239002577134,0.4019557481571429,0.2337028205428571,6.704781884397942e+153,5.0688506177279896e+153,0.00012031577074766039,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.02571201597976503,0.02571201597976503,0.2611390663666667,0.2247709272888889,6.704781884397942e+153,5.0688506177279896e+153,0.00012156452977499495,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.02571201597976503,0.02571201597976503,0.4114693886,0.28819882588,6.704781884397942e+153,5.0688506177279896e+153,0.00012156452978085398,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.025518942805398896,0.025518942805398896,0.1967889361846154,0.2381103640076922,6.704781884397942e+153,5.0688506177279896e+153,0.00012150595267657205,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.013965343659126887,0.013965343659126887,0.00679372635,0.11164559,6.704781884397942e+153,5.0688506177279896e+153,2.5085268913789848e-05,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.02571201597976503,0.02571201597976503,0.0546895882,0.0436018853,6.704781884397942e+153,5.0688506177279896e+153,0.00012156452977413055,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.02571201597976503,0.02571201597976503,0.0258640851,0.0536165998,6.704781884397942e+153,5.0688506177279896e+153,0.00012156452978003148,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.02323320439740777,0.02323320439740777,0.02449370525,0.08845723895,6.704781884397942e+153,5.0688506177279896e+153,0.00011449873338403022,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.022544207618925602,0.022544207618925602,0.0929552223778401,0.1751139352085072,6.704781884397942e+153,5.0688506177279896e+153,0.00011552690990495583,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.0544953506588427,0.0544953506588427,0.2590312752538461,0.2573934321846154,6.704781884397942e+153,5.0688506177279896e+153,0.0004369253714723778,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.05793564673357909,0.05793564673357909,0.3287970022681818,0.3209171599590908,6.704781884397942e+153,5.0688506177279896e+153,0.0004472448850794204,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.05728956812515089,0.05728956812515089,0.2724177311266667,0.2980616889233333,6.704781884397942e+153,5.0688506177279896e+153,0.00044565861594738563,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.055370988897665376,0.055370988897665376,0.2894019390914286,0.3025631721571428,6.704781884397942e+153,5.0688506177279896e+153,0.00043744349730807084,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.056326607532336447,0.056326607532336447,0.3759854453,0.3094039945,6.704781884397942e+153,5.0688506177279896e+153,0.0004414775258558088,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.04987516904181232,0.04987516904181232,0.3761494053285714,0.4438085920142857,6.704781884397942e+153,5.0688506177279896e+153,0.00044481659148080265,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.05793564673357909,0.05793564673357909,0.5860615979999999,0.6061233577,6.704781884397942e+153,5.0688506177279896e+153,0.00044724488506183775,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.04858253267432238,0.04858253267432238,0.2733241941,0.3575828615,6.704781884397942e+153,5.0688506177279896e+153,0.0004426391731569585,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.05307057529839264,0.05307057529839264,0.1526260486874074,0.2149502798738201,6.704781884397942e+153,5.0688506177279896e+153,0.00043372511650789983,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.11051344107877557,0.11051344107877557,0.4798055089,0.380334921775,6.704781884397942e+153,5.0688506177279896e+153,0.00109783108810713,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.0800249433902665,0.0800249433902665,0.4441822685333332,0.2886204514666666,6.704781884397942e+153,5.0688506177279896e+153,0.0010845369614027192,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.1021325963275393,0.1021325963275393,0.6040562193500001,0.48147617528,6.704781884397942e+153,5.0688506177279896e+153,0.0010760028142936522,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.09496690902069144,0.09496690902069144,0.2745897789409091,0.2678085094090909,6.704781884397942e+153,5.0688506177279896e+153,0.0010813711189519436,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.10448711262189066,0.10448711262189066,0.4387051622714285,0.4570984043285714,6.704781884397942e+153,5.0688506177279896e+153,0.0010900456986955354,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.09942533312864603,0.09942533312864603,0.4723284828199999,0.4778387549399999,6.704781884397942e+153,5.0688506177279896e+153,0.001083475361692094,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.11051344107877557,0.11051344107877557,0.2626813489,0.3314419892,6.704781884397942e+153,5.0688506177279896e+153,0.001097831088142172,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.09424991004220686,0.09424991004220686,0.2299116078234438,0.2535047419514179,6.704781884397942e+153,5.0688506177279896e+153,0.0010541986936162772,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.11236062991392434,0.11236062991392434,0.49550226354,0.40016442828,6.704781884397942e+153,5.0688506177279896e+153,0.0018373699568426034,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.17408683554704113,0.17408683554704113,0.6600932271777779,0.4587421581888888,6.704781884397942e+153,5.0688506177279896e+153,0.0019079943968311678,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.16173682968142017,0.16173682968142017,0.62624372155,0.4574763070416666,6.704781884397942e+153,5.0688506177279896e+153,0.0018930800183994297,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.16346308589318426,0.16346308589318426,0.4777771922619048,0.3617402257714285,6.704781884397942e+153,5.0688506177279896e+153,0.0019075180484261175,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.17408683554704113,0.17408683554704113,0.51399877405,0.52302708415,6.704781884397942e+153,5.0688506177279896e+153,0.0019079943968109442,0
0.0,0.0,0.0,1.6721499608622852,0.0,-0.6773132022574172,5.903739990398546e+123,1.6721499608622852,0.17408683554704113,0.17408683554704113,0.8040399903333334,0.7021430020666667,6.704781884397942e+153,5.0688506177279896e+153,0.001907994396812473,0
